ID	temps	pos	U	temp.	couple
36	189.35	3.08	11.7	39.0	0.0
37	189.35	-21.32	12.0	39.0	99.3
41	189.35	-1.78	11.3	38.0	-32.1
42	189.35	-2.53	11.4	36.0	-25.8
43	189.35	9.89	11.3	36.0	-7.0
44	189.35	85.47	11.4	35.0	-4.7
51	189.35	2.26	11.6	37.0	0.8
52	189.35	-4.95	11.3	36.0	0.8
53	189.35	-1.45	11.0	36.0	1.6
54	189.35	79.58	11.1	36.0	-0.0
Intensite	-0.41
33	8.78	4.7	11.6	26.0	0.0
34	8.78	-1.63	11.7	26.0	-0.0
35	8.78	4.09	11.7	26.0	-0.0
36	8.78	6.3	11.8	29.0	0.0
37	8.78	-24.25	12.0	32.0	-0.0
41	8.78	-2.04	11.5	26.0	0.0
42	8.78	-2.26	11.6	25.0	-0.0
43	8.78	9.98	11.5	25.0	-0.0
44	8.78	84.95	11.6	25.0	0.0
51	8.78	0.33	11.7	26.0	-0.0
52	8.78	-4.51	11.4	26.0	-0.0
53	8.78	-1.98	11.1	26.0	-0.0
54	8.78	79.76	11.2	25.0	-0.0
Intensite	-0.41
33	3.43	-9.8	11.6	34.0	1.6
34	3.43	0.31	11.7	35.0	-1.6
35	3.43	1.45	11.7	35.0	-1.6
36	3.43	-4.25	11.8	37.0	0.0
37	3.43	-23.96	12.1	37.0	-0.0
41	3.43	0.77	11.5	34.0	-1.6
42	3.43	1.96	11.6	33.0	-1.6
43	3.43	-4.53	11.5	34.0	0.8
44	3.43	89.52	11.6	34.0	0.0
51	3.43	1.65	11.7	34.0	-0.0
52	3.43	-4.59	11.4	34.0	1.6
53	3.43	0.57	11.1	34.0	-0.0
54	3.43	73.87	11.2	34.0	0.8
Intensite	-0.41
33	6.55	-6.81	11.6	28.0	0.0
34	6.55	0.13	11.7	29.0	-0.0
35	6.55	1.71	11.7	29.0	-0.0
36	6.55	0.73	11.8	30.0	0.0
37	6.55	-23.96	12.1	31.0	0.8
41	6.55	0.15	11.6	28.0	0.0
42	6.55	-0.33	11.7	28.0	-0.0
43	6.55	-4.7	11.5	28.0	-0.0
44	6.55	77.12	11.6	28.0	0.0
51	6.55	0.59	11.7	28.0	-0.0
52	6.55	-0.73	11.4	28.0	-0.0
53	6.55	0.48	11.3	28.0	-0.0
54	6.55	74.31	11.4	28.0	-0.0
Intensite	-0.48
31	6.2	5.49	11.7	31.0	-0.0
32	6.2	4.26	11.7	30.0	-0.0
33	6.2	-11.21	11.6	31.0	0.0
34	6.2	0.31	11.7	32.0	-0.0
35	6.2	0.4	11.7	32.0	-0.0
36	6.2	1.61	11.8	34.0	6.3
37	6.2	-24.55	12.1	35.0	-0.8
41	6.2	1.3	11.6	31.0	0.0
42	6.2	-1.56	11.7	30.0	-0.0
43	6.2	-4.7	11.5	30.0	-0.0
44	6.2	-12.88	11.6	30.0	0.0
51	6.2	0.15	11.7	30.0	-0.0
52	6.2	-1.52	11.4	30.0	-0.0
53	6.2	0.4	11.1	30.0	-0.0
54	6.2	-15.69	11.2	30.0	-0.0
11	6.2	-2.51	11.6	27.0	0.0
12	6.2	-4.97	11.7	26.0	-0.0
13	6.2	5.6	11.5	26.0	0.0
14	6.2	5.67	11.7	26.0	0.0
15	6.2	-4.09	11.8	24.0	0.0
21	6.2	6.73	11.7	27.0	0.0
22	6.2	14.29	11.7	29.0	-0.0
23	6.2	3.56	11.7	26.0	-0.0
24	6.2	14.64	11.6	26.0	-0.0
25	6.2	9.19	11.3	26.0	-0.0
Intensite	-0.48
31	54.45	5.41	11.7	32.0	-0.8
32	54.45	3.91	11.7	32.0	-2.3
33	54.45	-11.21	11.6	32.0	0.0
34	54.45	0.48	11.7	33.0	1.6
35	54.45	0.57	11.7	33.0	0.8
36	54.45	1.61	11.8	35.0	0.0
37	54.45	-23.96	12.1	36.0	0.8
41	54.45	1.3	11.5	32.0	0.0
42	54.45	-1.47	11.6	31.0	1.6
43	54.45	-4.62	11.5	31.0	0.8
44	54.45	-12.88	11.6	31.0	0.0
51	54.45	0.24	11.7	31.0	0.8
52	54.45	-1.69	11.4	31.0	-1.6
53	54.45	0.22	11.1	31.0	-1.6
54	54.45	-15.69	11.2	32.0	-0.0
11	54.45	-2.42	11.5	28.0	0.8
12	54.45	-5.14	11.7	27.0	-2.3
13	54.45	5.78	11.5	26.0	1.6
14	54.45	5.49	11.7	26.0	-1.6
15	54.45	-4.18	11.7	25.0	-0.8
21	54.45	6.81	11.6	28.0	1.6
22	54.45	14.37	11.7	30.0	-0.0
23	54.45	3.65	11.7	26.0	-0.0
24	54.45	14.64	11.6	26.0	0.8
25	54.45	9.36	11.2	27.0	1.6
Intensite	rate
31	92.48	5.41	11.7	33.0	-0.8
32	92.48	3.91	11.7	33.0	-2.3
33	92.48	-11.21	11.6	32.0	0.0
34	92.48	0.4	11.7	34.0	1.6
35	92.48	0.66	11.7	34.0	1.6
36	92.48	1.61	11.8	36.0	0.0
37	92.48	-23.96	12.1	36.0	-0.0
41	92.48	1.21	11.5	32.0	-0.8
42	92.48	-1.47	11.6	32.0	1.6
43	92.48	-4.53	11.5	32.0	1.6
44	92.48	-12.88	11.6	32.0	0.0
51	92.48	0.24	11.7	32.0	0.8
52	92.48	-1.69	11.4	32.0	-1.6
53	92.48	0.31	11.1	32.0	-0.8
54	92.48	-15.69	11.2	32.0	-0.0
11	92.48	-2.42	11.5	28.0	0.8
12	92.48	-5.14	11.7	27.0	-2.3
13	92.48	5.78	11.5	26.0	1.6
14	92.48	5.49	11.7	26.0	-1.6
15	92.48	-4.18	11.7	25.0	-0.8
21	92.48	6.81	11.6	28.0	1.6
22	92.48	14.37	11.7	30.0	-0.0
23	92.48	3.65	11.7	26.0	-0.0
24	92.48	14.64	11.6	26.0	0.8
25	92.48	9.36	11.2	27.0	1.6
Intensite	-0.64
31	93.19	5.41	11.7	33.0	-0.8
32	93.19	3.91	11.7	32.0	-2.3
33	93.19	-11.3	11.6	32.0	-0.8
34	93.19	0.4	11.7	34.0	0.8
35	93.19	0.57	11.7	34.0	0.8
36	93.19	1.61	11.8	36.0	0.0
37	93.19	-23.96	12.1	36.0	-0.0
41	93.19	-20.51	11.5	32.0	9.3
42	93.19	2.31	11.6	32.0	-3.5
43	93.19	-5.58	11.4	32.0	3.9
44	93.19	-7.78	11.6	32.0	-2.1
51	93.19	-20.33	11.7	32.0	10.7
52	93.19	-2.92	11.3	32.0	3.9
53	93.19	2.33	11.0	32.0	-2.5
54	93.19	-9.63	11.1	32.0	-1.5
11	93.19	-2.42	11.5	28.0	0.8
12	93.19	-5.14	11.7	27.0	-2.3
13	93.19	5.78	11.5	26.0	1.6
14	93.19	5.49	11.7	26.0	-1.6
15	93.19	-4.18	11.7	25.0	-0.8
21	93.19	6.81	11.6	28.0	1.6
22	93.19	14.37	11.7	30.0	-0.0
23	93.19	3.65	11.7	26.0	-0.0
24	93.19	14.64	11.6	26.0	0.8
25	93.19	9.36	11.2	27.0	1.6
Intensite	-0.79
31	93.89	5.41	11.7	33.0	-0.8
32	93.89	3.82	11.7	32.0	-3.1
33	93.89	-11.21	11.6	32.0	0.0
34	93.89	0.4	11.7	34.0	0.8
35	93.89	0.66	11.7	34.0	1.6
36	93.89	1.61	11.8	36.0	0.0
37	93.89	-23.96	12.1	36.0	-0.0
41	93.89	-65.08	11.5	32.0	21.0
42	93.89	11.01	11.6	32.0	-3.6
43	93.89	-8.04	11.4	32.0	3.9
44	93.89	1.1	11.6	32.0	0.8
51	93.89	-62.35	11.7	32.0	19.4
52	93.89	-6.35	11.3	32.0	2.5
53	93.89	6.73	11.0	32.0	-1.9
54	93.89	1.19	11.1	32.0	0.8
11	93.89	-2.42	11.5	28.0	0.8
12	93.89	-5.14	11.7	27.0	-2.3
13	93.89	5.78	11.5	26.0	1.6
14	93.89	5.49	11.7	26.0	-1.6
15	93.89	-4.18	11.7	25.0	-0.8
21	93.89	6.81	11.6	28.0	1.6
22	93.89	14.37	11.7	30.0	-0.0
23	93.89	3.65	11.7	26.0	-0.0
24	93.89	14.64	11.6	26.0	0.8
25	93.89	9.36	11.2	27.0	1.6
Intensite	rate
31	128.93	5.41	11.7	33.0	-0.8
32	128.93	3.91	11.7	33.0	-2.3
33	128.93	-11.3	11.6	33.0	-0.8
34	128.93	0.48	11.7	34.0	1.6
35	128.93	0.66	11.7	34.0	1.6
36	128.93	1.61	11.8	37.0	0.0
37	128.93	-23.96	12.1	37.0	-0.0
41	128.93	-126.97	11.5	33.0	7.8
42	128.93	22.88	11.6	32.0	3.1
43	128.93	-11.3	11.5	32.0	-0.0
44	128.93	1.36	11.6	32.0	3.1
51	128.93	-121.6	11.7	32.0	7.8
52	128.93	-11.54	11.4	32.0	-2.3
53	128.93	12.7	11.1	32.0	-1.6
54	128.93	1.19	11.2	33.0	0.8
11	128.93	-2.42	11.5	28.0	0.8
12	128.93	-5.14	11.7	27.0	-2.3
13	128.93	5.78	11.5	26.0	1.6
14	128.93	5.49	11.7	26.0	-1.6
15	128.93	-4.18	11.7	25.0	-0.8
21	128.93	6.81	11.6	28.0	1.6
22	128.93	14.37	11.7	30.0	-0.0
23	128.93	3.65	11.7	26.0	-0.0
24	128.93	14.64	11.6	26.0	0.8
25	128.93	9.36	11.2	27.0	1.6
Intensite	-0.48
31	129.63	5.41	11.7	33.0	-0.8
32	129.63	3.91	11.7	33.0	-2.3
33	129.63	-11.3	11.6	33.0	-0.8
34	129.63	0.48	11.7	34.0	1.6
35	129.63	0.66	11.7	34.0	1.6
36	129.63	1.61	11.8	37.0	0.0
37	129.63	-23.96	12.1	37.0	-0.0
41	129.63	-105.16	11.5	33.0	5.5
42	129.63	19.1	11.6	32.0	4.3
43	129.63	-7.87	11.5	32.0	-3.5
44	129.63	1.36	11.6	32.0	3.1
51	129.63	-100.33	11.7	32.0	7.0
52	129.63	-10.48	11.4	32.0	-4.7
53	129.63	10.77	11.1	32.0	1.9
54	129.63	1.19	11.2	33.0	0.8
11	129.63	-2.42	11.5	28.0	0.8
12	129.63	-5.14	11.7	27.0	-2.3
13	129.63	5.78	11.5	26.0	1.6
14	129.63	5.49	11.7	26.0	-1.6
15	129.63	-4.18	11.7	25.0	-0.8
21	129.63	6.81	11.6	28.0	1.6
22	129.63	14.37	11.7	30.0	-0.0
23	129.63	3.65	11.7	26.0	-0.0
24	129.63	14.64	11.6	26.0	0.8
25	129.63	9.36	11.2	27.0	1.6
Intensite	-0.56
31	130.34	5.41	11.7	33.0	-0.8
32	130.34	3.91	11.7	33.0	-2.3
33	130.34	-11.3	11.6	35.0	-0.8
34	130.34	0.48	11.7	34.0	1.6
35	130.34	0.66	11.7	34.0	1.6
36	130.34	1.61	11.8	37.0	0.0
37	130.34	-23.96	12.1	37.0	-0.0
41	130.34	-59.71	11.5	33.0	4.0
42	130.34	10.57	11.6	32.0	0.5
43	130.34	-0.13	11.4	32.0	-3.5
44	130.34	1.27	11.6	32.0	2.3
51	130.34	-57.16	11.7	33.0	4.1
52	130.34	-7.85	11.4	32.0	-2.3
53	130.34	5.93	11.1	32.0	2.5
54	130.34	1.19	11.2	33.0	0.8
11	130.34	-2.42	11.5	28.0	0.8
12	130.34	-5.14	11.7	27.0	-2.3
13	130.34	5.78	11.5	26.0	1.6
14	130.34	5.49	11.7	26.0	-1.6
15	130.34	-4.18	11.7	25.0	-0.8
21	130.34	6.81	11.6	28.0	1.6
22	130.34	14.37	11.7	30.0	-0.0
23	130.34	3.65	11.7	26.0	-0.0
24	130.34	14.64	11.6	26.0	0.8
25	130.34	9.36	11.2	27.0	1.6
Intensite	-0.41
31	153.95	5.41	11.7	34.0	-0.8
32	153.95	3.91	11.7	33.0	-2.3
33	153.95	-11.3	11.6	33.0	-0.8
34	153.95	0.48	11.7	35.0	1.6
35	153.95	0.75	11.7	35.0	2.3
36	153.95	1.61	11.8	37.0	0.0
37	153.95	-23.96	12.1	37.0	-0.0
41	153.95	1.65	11.5	33.0	-1.6
42	153.95	0.29	11.6	32.0	-0.8
43	153.95	10.77	11.5	33.0	0.8
44	153.95	0.84	11.6	32.0	-1.6
51	153.95	2.0	11.7	33.0	-1.6
52	153.95	-4.86	11.4	33.0	1.6
53	153.95	-1.54	11.1	33.0	0.8
54	153.95	1.1	11.2	33.0	-0.0
11	153.95	-2.42	11.5	28.0	0.8
12	153.95	-5.14	11.7	27.0	-2.3
13	153.95	5.78	11.5	26.0	1.6
14	153.95	5.49	11.7	26.0	-1.6
15	153.95	-4.18	11.7	25.0	-0.8
21	153.95	6.81	11.6	28.0	1.6
22	153.95	14.37	11.7	30.0	-0.0
23	153.95	3.65	11.7	26.0	-0.0
24	153.95	14.64	11.6	26.0	0.8
25	153.95	9.36	11.2	27.0	1.6
Intensite	-0.56
31	154.65	5.41	11.7	34.0	-0.8
32	154.65	3.91	11.7	33.0	-2.3
33	154.65	-11.38	11.6	33.0	-1.6
34	154.65	0.4	11.7	35.0	0.8
35	154.65	0.75	11.7	35.0	2.3
36	154.65	1.61	11.8	37.0	0.0
37	154.65	-23.96	12.1	37.0	-0.0
41	154.65	-18.75	11.5	33.0	9.2
42	154.65	3.54	11.6	32.0	-3.5
43	154.65	7.34	11.5	33.0	2.7
44	154.65	1.01	11.6	32.0	0.0
51	154.65	-17.34	11.7	33.0	7.6
52	154.65	-5.82	11.4	33.0	3.9
53	154.65	0.57	11.1	32.0	-3.3
54	154.65	1.19	11.2	33.0	0.8
11	154.65	-2.42	11.5	28.0	0.8
12	154.65	-5.14	11.7	27.0	-2.3
13	154.65	5.78	11.5	26.0	1.6
14	154.65	5.49	11.7	26.0	-1.6
15	154.65	-4.18	11.7	25.0	-0.8
21	154.65	6.81	11.6	28.0	1.6
22	154.65	14.37	11.7	30.0	-0.0
23	154.65	3.65	11.7	26.0	-0.0
24	154.65	14.64	11.6	26.0	0.8
25	154.65	9.36	11.2	27.0	1.6
Intensite	-0.71
31	155.35	5.41	11.7	34.0	-0.8
32	155.35	3.91	11.7	33.0	-2.3
33	155.35	-11.38	11.6	33.0	-1.6
34	155.35	0.48	11.6	35.0	1.6
35	155.35	0.75	11.7	35.0	2.3
36	155.35	1.03	11.8	37.0	0.0
37	155.35	-23.96	12.1	37.0	-0.0
41	155.35	-63.58	11.4	33.0	20.2
42	155.35	11.19	11.6	32.0	-5.1
43	155.35	-0.31	11.4	33.0	3.5
44	155.35	1.19	11.5	32.0	1.6
51	155.35	-59.45	11.7	33.0	19.4
52	155.35	-8.37	11.4	33.0	1.0
53	155.35	5.93	11.0	33.0	-1.9
54	155.35	1.19	11.1	33.0	0.8
11	155.35	-2.42	11.5	28.0	0.8
12	155.35	-5.14	11.7	27.0	-2.3
13	155.35	5.78	11.5	26.0	1.6
14	155.35	5.49	11.7	26.0	-1.6
15	155.35	-4.18	11.7	25.0	-0.8
21	155.35	6.81	11.6	28.0	1.6
22	155.35	14.37	11.7	30.0	-0.0
23	155.35	3.65	11.7	26.0	-0.0
24	155.35	14.64	11.6	26.0	0.8
25	155.35	9.36	11.2	27.0	1.6
Intensite	-0.56
31	183.92	5.41	11.7	34.0	-0.8
32	183.92	3.91	11.7	33.0	-2.3
33	183.92	-11.3	11.6	33.0	-0.8
34	183.92	0.48	11.7	35.0	1.6
35	183.92	0.75	11.7	35.0	2.3
36	183.92	1.61	11.8	37.0	0.0
37	183.92	-23.96	12.1	37.0	-0.0
41	183.92	-126.53	11.5	34.0	11.7
42	183.92	22.88	11.6	33.0	3.1
43	183.92	-11.12	11.5	33.0	1.6
44	183.92	1.27	11.6	33.0	2.3
51	183.92	-121.08	11.7	34.0	12.5
52	183.92	-11.54	11.4	33.0	-2.3
53	183.92	12.7	11.1	33.0	-1.6
54	183.92	1.19	11.2	33.0	0.8
11	183.92	-2.42	11.5	28.0	0.8
12	183.92	-5.14	11.7	27.0	-2.3
13	183.92	5.78	11.5	26.0	1.6
14	183.92	5.49	11.7	26.0	-1.6
15	183.92	-4.18	11.7	25.0	-0.8
21	183.92	6.81	11.6	28.0	1.6
22	183.92	14.37	11.7	30.0	-0.0
23	183.92	3.65	11.7	26.0	-0.0
24	183.92	14.64	11.6	26.0	0.8
25	183.92	9.36	11.2	27.0	1.6
Intensite	-0.48
31	184.63	5.41	11.7	34.0	-0.8
32	184.63	3.91	11.7	33.0	-2.3
33	184.63	-11.3	11.6	33.0	-0.8
34	184.63	0.48	11.7	35.0	1.6
35	184.63	0.66	11.7	35.0	1.6
36	184.63	1.61	11.8	37.0	0.0
37	184.63	-23.96	12.1	37.0	-0.0
41	184.63	-106.13	11.5	34.0	4.7
42	184.63	19.27	11.6	33.0	5.1
43	184.63	-7.96	11.4	32.0	-2.7
44	184.63	1.27	11.6	33.0	2.3
51	184.63	-101.3	11.7	33.0	4.9
52	184.63	-10.48	11.4	33.0	-3.9
53	184.63	10.86	11.1	33.0	1.9
54	184.63	1.19	11.2	33.0	0.8
11	184.63	-2.42	11.5	28.0	0.8
12	184.63	-5.14	11.7	27.0	-2.3
13	184.63	5.78	11.5	26.0	1.6
14	184.63	5.49	11.7	26.0	-1.6
15	184.63	-4.18	11.7	25.0	-0.8
21	184.63	6.81	11.6	28.0	1.6
22	184.63	14.37	11.7	30.0	-0.0
23	184.63	3.65	11.7	26.0	-0.0
24	184.63	14.64	11.6	26.0	0.8
25	184.63	9.36	11.2	27.0	1.6
Intensite	-0.48
31	185.33	5.41	11.7	34.0	-0.8
32	185.33	3.91	11.7	34.0	-2.3
33	185.33	-11.3	11.6	33.0	-0.8
34	185.33	0.48	11.7	35.0	1.6
35	185.33	0.66	11.7	35.0	1.6
36	185.33	1.61	11.8	37.0	0.0
37	185.33	-23.96	12.1	37.0	-0.0
41	185.33	-60.68	11.5	34.0	3.2
42	185.33	10.75	11.6	33.0	1.2
43	185.33	-0.31	11.4	33.0	-3.5
44	185.33	1.27	11.6	33.0	2.3
51	185.33	-58.04	11.7	33.0	3.3
52	185.33	-7.93	11.4	33.0	-3.1
53	185.33	6.02	11.1	33.0	2.5
54	185.33	1.19	11.2	33.0	0.8
11	185.33	-2.42	11.5	28.0	0.8
12	185.33	-5.14	11.7	27.0	-2.3
13	185.33	5.78	11.5	26.0	1.6
14	185.33	5.49	11.7	26.0	-1.6
15	185.33	-4.18	11.7	25.0	-0.8
21	185.33	6.81	11.6	28.0	1.6
22	185.33	14.37	11.7	30.0	-0.0
23	185.33	3.65	11.7	26.0	-0.0
24	185.33	14.64	11.6	26.0	0.8
25	185.33	9.36	11.2	27.0	1.6
Intensite	rate
31	6.49	3.12	11.6	35.0	-0.0
32	6.49	0.13	11.7	34.0	-0.0
33	6.49	-6.55	11.5	34.0	0.0
34	6.49	1.71	11.6	35.0	-0.0
35	6.49	0.57	11.7	34.0	-0.0
36	6.49	0.73	11.7	36.0	0.0
37	6.49	-23.96	12.0	36.0	-0.0
41	6.49	0.77	11.5	34.0	0.0
42	6.49	0.11	11.6	33.0	-0.0
43	6.49	5.14	11.4	33.0	-0.0
44	6.49	-15.69	11.6	33.0	0.0
51	6.49	-3.71	11.6	33.0	-0.0
52	6.49	-0.9	11.3	33.0	-0.0
53	6.49	-1.45	11.1	33.0	-0.0
54	6.49	1.1	11.2	33.0	-0.0
11	6.49	-3.38	11.3	30.0	0.0
12	6.49	-5.14	11.4	30.0	-0.0
13	6.49	5.87	11.2	29.0	0.0
14	6.49	4.09	11.4	29.0	0.0
15	6.49	-4.09	11.5	28.0	0.0
21	6.49	5.67	11.4	31.0	0.0
22	6.49	14.2	11.4	32.0	-0.0
23	6.49	3.65	11.4	29.0	-0.0
24	6.49	12.88	11.3	29.0	-0.0
25	6.49	9.19	11.0	30.0	-0.0
Intensite	-0.41
31	9.28	3.12	11.6	35.0	-0.0
32	9.28	0.13	11.7	34.0	-0.0
33	9.28	-6.64	11.5	33.0	0.0
34	9.28	1.71	11.6	35.0	-0.0
35	9.28	0.66	11.6	35.0	-0.0
36	9.28	0.73	11.7	36.0	0.0
37	9.28	-23.96	12.0	37.0	-0.0
41	9.28	0.77	11.5	34.0	0.0
42	9.28	0.11	11.6	33.0	-0.0
43	9.28	5.14	11.4	33.0	-0.0
44	9.28	-15.6	11.6	33.0	0.0
51	9.28	-3.71	11.7	33.0	-0.0
52	9.28	-0.99	11.4	33.0	-0.0
53	9.28	-1.45	11.1	33.0	-0.0
54	9.28	1.1	11.2	33.0	-0.0
11	9.28	-3.3	11.3	30.0	0.0
12	9.28	-5.14	11.5	30.0	-0.0
13	9.28	5.87	11.2	29.0	0.0
14	9.28	4.0	11.4	29.0	0.0
15	9.28	-4.18	11.5	28.0	0.0
21	9.28	5.67	11.4	31.0	0.0
22	9.28	14.11	11.4	32.0	-0.0
23	9.28	3.65	11.4	29.0	-0.0
24	9.28	12.88	11.3	29.0	-0.0
25	9.28	9.19	11.0	30.0	-0.0
Intensite	-0.48
31	16.06	3.12	11.6	35.0	-0.0
32	16.06	0.13	11.7	34.0	-0.0
33	16.06	-6.64	11.5	34.0	-0.8
34	16.06	1.71	11.6	35.0	-0.8
35	16.06	0.66	11.7	35.0	-0.0
36	16.06	0.73	11.8	36.0	0.0
37	16.06	-23.96	12.0	37.0	-0.0
41	16.06	0.77	11.5	34.0	0.8
42	16.06	0.11	11.6	33.0	-0.8
43	16.06	5.14	11.4	33.0	-0.0
44	16.06	-15.6	11.6	33.0	0.0
51	16.06	-3.71	11.7	33.0	-0.8
52	16.06	-0.99	11.4	34.0	-0.0
53	16.06	-1.45	11.1	33.0	-0.0
54	16.06	1.1	11.2	33.0	-0.0
11	16.06	-3.3	11.3	31.0	0.0
12	16.06	-5.14	11.5	31.0	-0.0
13	16.06	5.87	11.2	29.0	0.0
14	16.06	4.0	11.4	29.0	0.8
15	16.06	-4.18	11.5	28.0	0.0
21	16.06	5.67	11.4	31.0	0.8
22	16.06	14.11	11.4	32.0	-0.8
23	16.06	3.65	11.4	29.0	-0.8
24	16.06	12.88	11.3	29.0	-0.0
25	16.06	9.19	11.0	30.0	-0.0
Intensite	-0.41
31	22.04	3.12	11.6	35.0	-0.0
32	22.04	0.13	11.7	34.0	-0.0
33	22.04	-6.55	11.5	34.0	0.0
34	22.04	1.71	11.6	35.0	-0.8
35	22.04	0.66	11.7	35.0	-0.0
36	22.04	0.44	11.8	37.0	0.0
37	22.04	-23.96	12.0	37.0	-0.0
41	22.04	0.86	11.5	34.0	1.6
42	22.04	0.02	11.6	33.0	-1.6
43	22.04	5.23	11.4	33.0	0.8
44	22.04	-15.52	11.6	33.0	0.8
51	22.04	-3.71	11.7	33.0	-0.8
52	22.04	-0.99	11.4	33.0	-0.0
53	22.04	-1.45	11.1	33.0	-0.0
54	22.04	1.1	11.2	33.0	-0.0
11	22.04	-3.3	11.3	31.0	0.0
12	22.04	-5.05	11.5	30.0	0.8
13	22.04	5.87	11.2	29.0	0.0
14	22.04	4.0	11.4	29.0	0.8
15	22.04	-4.18	11.5	28.0	0.0
21	22.04	5.67	11.4	31.0	0.8
22	22.04	14.11	11.4	32.0	-0.8
23	22.04	3.65	11.4	29.0	-0.8
24	22.04	12.88	11.3	29.0	-0.0
25	22.04	9.19	11.0	30.0	-0.0
Intensite	-0.41
31	64.06	3.12	11.6	35.0	-0.0
32	64.06	0.13	11.7	34.0	-0.0
33	64.06	-6.55	11.5	34.0	0.0
34	64.06	1.63	11.6	36.0	-0.8
35	64.06	0.66	11.7	36.0	-0.0
36	64.06	0.73	11.8	37.0	0.0
37	64.06	-23.96	12.0	37.0	-0.0
41	64.06	0.77	11.5	34.0	0.8
42	64.06	0.02	11.6	33.0	-1.6
43	64.06	5.14	11.4	33.0	-0.0
44	64.06	-15.43	11.6	33.0	1.6
51	64.06	-3.71	11.7	34.0	-0.8
52	64.06	-0.99	11.3	33.0	-0.0
53	64.06	-1.45	11.1	33.0	-0.0
54	64.06	1.1	11.2	34.0	-0.0
11	64.06	-3.3	11.3	31.0	0.0
12	64.06	-5.14	11.5	31.0	-0.0
13	64.06	5.87	11.2	29.0	0.0
14	64.06	4.0	11.4	30.0	0.8
15	64.06	-4.18	11.5	28.0	0.0
21	64.06	5.67	11.4	32.0	0.8
22	64.06	14.11	11.4	33.0	-0.8
23	64.06	3.65	11.4	30.0	-0.8
24	64.06	12.88	11.3	30.0	-0.0
25	64.06	9.19	11.0	31.0	-0.0
Intensite	-0.56
31	64.76	3.12	11.6	35.0	-0.0
32	64.76	0.13	11.7	34.0	-0.0
33	64.76	-6.73	11.5	34.0	-1.6
34	64.76	1.71	11.6	36.0	-0.8
35	64.76	0.66	11.7	36.0	-0.0
36	64.76	0.73	11.8	37.0	0.0
37	64.76	-23.96	12.0	37.0	-0.0
41	64.76	-21.03	11.5	34.0	10.1
42	64.76	3.63	11.6	33.0	-3.5
43	64.76	2.59	11.4	33.0	3.4
44	64.76	-9.98	11.6	33.0	-1.4
51	64.76	-23.32	11.7	34.0	10.7
52	64.76	-2.66	11.3	33.0	1.9
53	64.76	0.75	11.1	33.0	-1.9
54	64.76	1.19	11.2	34.0	0.8
11	64.76	-3.3	11.3	31.0	0.0
12	64.76	-5.14	11.5	31.0	-0.0
13	64.76	5.87	11.2	29.0	0.0
14	64.76	4.0	11.4	30.0	0.8
15	64.76	-4.18	11.5	28.0	0.0
21	64.76	5.67	11.4	32.0	0.8
22	64.76	14.11	11.4	33.0	-0.8
23	64.76	3.65	11.4	30.0	-0.8
24	64.76	12.88	11.3	30.0	-0.0
25	64.76	9.19	11.0	31.0	-0.0
Intensite	-0.79
31	65.46	3.12	11.6	35.0	-0.0
32	65.46	0.13	11.7	34.0	-0.0
33	65.46	-6.73	11.5	34.0	-1.6
34	65.46	1.71	11.6	36.0	-0.8
35	65.46	0.66	11.6	36.0	-0.0
36	65.46	0.73	11.7	37.0	0.0
37	65.46	-23.96	12.0	37.0	-0.0
41	65.46	-65.43	11.4	34.0	21.8
42	65.46	11.36	11.5	33.0	-3.6
43	65.46	-3.21	11.3	34.0	4.1
44	65.46	1.01	11.5	33.0	0.0
51	65.46	-63.85	11.6	34.0	19.4
52	65.46	-6.53	11.3	33.0	2.5
53	65.46	5.49	11.0	33.0	-3.3
54	65.46	1.19	11.1	34.0	0.8
11	65.46	-3.3	11.3	31.0	0.0
12	65.46	-5.14	11.4	31.0	-0.0
13	65.46	5.87	11.2	29.0	0.0
14	65.46	4.0	11.4	29.0	0.8
15	65.46	-4.18	11.5	28.0	0.0
21	65.46	5.67	11.4	32.0	0.8
22	65.46	14.11	11.4	33.0	-0.8
23	65.46	3.65	11.4	30.0	-0.8
24	65.46	12.88	11.3	30.0	-0.0
25	65.46	9.19	11.0	31.0	-0.0
Intensite	-0.56
31	72.92	3.12	11.6	35.0	-0.0
32	72.92	0.13	11.7	34.0	-0.0
33	72.92	-6.64	11.5	34.0	-0.8
34	72.92	1.71	11.6	36.0	-0.8
35	72.92	0.66	11.7	36.0	-0.0
36	72.92	0.44	11.7	37.0	0.0
37	72.92	-23.96	12.0	37.0	-0.0
41	72.92	-126.53	11.5	35.0	11.7
42	72.92	22.88	11.5	33.0	3.1
43	72.92	-11.12	11.4	34.0	1.6
44	72.92	1.19	11.5	33.0	1.6
51	72.92	-120.99	11.6	34.0	13.3
52	72.92	-11.54	11.3	34.0	-2.3
53	72.92	12.7	11.1	34.0	-1.6
54	72.92	1.19	11.2	34.0	0.8
11	72.92	-3.3	11.3	32.0	0.0
12	72.92	-5.05	11.5	31.0	0.8
13	72.92	5.87	11.2	30.0	0.0
14	72.92	4.0	11.4	30.0	0.8
15	72.92	-4.18	11.5	29.0	0.0
21	72.92	5.67	11.4	32.0	0.8
22	72.92	14.11	11.4	33.0	-0.8
23	72.92	3.65	11.4	30.0	-0.8
24	72.92	12.88	11.3	30.0	-0.0
25	72.92	9.1	11.0	31.0	-0.8
Intensite	-0.48
